kevin, mentioned about 10
wendy, my
kendra, my my 10 hours every every night and and I'm still like like but but I think I'm over it. And I'm like what
wendy, but I think I'm over it. And I'm I'm like what what is wrong with me me that I am sleeping so much are
kendra, are
wendy, are
kendra, are
wendy, are
marci, are
wendy, are
x, are
marci, are you
kevin, are you
kendra, 
marci, 
kendra, 
wendy,  Beyonce
marci, Beyonce
kendra, Beyonce when she was pregnant
wendy, Beyonce when she was pregnant
kendra, pregnant
kevin, pregnant
kendra, pregnant
kevin, pregnant
kendra, pregnant
marci, 
wendy, 
kendra, 
wendy, 
marci, Trish
wendy, Trish
kendra, Trish
wendy, Trish
kendra, Trish
marci, Trish told told me she was playing some
wendy, was playing some
marci, some
wendy, some
kendra, some some little bitty Church from from where I am now going
wendy, going to see your
kendra, your
wendy, your
marci, your friend right right shower
kendra, right shower
marci, shower shower at Becky's house
x, 
marci, that she was pregnant again like like 2 weeks pregnant
kendra, pregnant I
marci, I thought
kendra, I thought
marci, thought
kendra, thought
marci, thought
kendra, thought
wendy, thought
marci, thought
kendra, thought
wendy, thought
marci, thought
kendra, thought
marci, thought it was her
wendy, 
marci, 
wendy, 
marci, 
kendra, Trish
wendy, Trish
marci, Trish
kevin, Trish I
marci, I haven't even seen her her for years
wendy, 
kendra, 
marci, 
kendra, 
marci, 
wendy, 
kendra, 
marci, 
kendra, 
wendy, 
kendra, 
wendy, 
marci,  is she working yet yet or still still at home no
wendy, no
kendra, no
wendy, no
kendra, no
marci, no no to that point she was
kendra, no to that point point she was still on and in in unending money Street to the passage to get on her husband yeah yeah
marci, yeah but has 30,000
kendra, has 30,000
marci, 30,000
kendra, 30,000
marci, 30,000
kendra, 30,000
marci, 30,000
kendra, 30,000
marci, 30,000 out
wendy, 30,000 out out was supposed to pay line continuously
kendra, to pay line continuously
wendy, 
kendra, 
kevin, 
wendy, 
ken, 
kevin, 
wendy, 
marci, how
wendy, how much is your life insurance for
marci, 
kendra, 
ken, 
kevin, 
marci, 
wendy, 
kendra, 
marci, 
ken, 
kendra, 
wendy, 
kendra, 
marci, 
kendra, 
marci, 
kendra,  somebody want
wendy, somebody want some presents were
marci, were 
wendy, I think she wants some presents that
marci, that was some cards
kendra, that was some cards cards or something that
marci, something that we do
kendra, that we do
wendy, 
marci, 
wendy, 
kevin, 
marci, 
kendra, chill what's
ken, chill what's
marci, what's mean
wendy, mean
kendra, yo babe babe how come this comes into fart plastic
wendy, plastic
kendra, plastic
ken, plastic
marci, plastic plastic bag
kendra, plastic bag
wendy, 
kendra, 
marci, 
wendy, 
kendra, 
marci, 
kendra, 
wendy, 
kendra, thank you for
ken, thank you for
kendra, for those hard to cut something something on 
wendy, 
kendra,  YouTube
wendy, YouTube Senor
kendra, Senor De of Little Treasures Treasures Simple Pleasures Pleasures happy birthday they're they're always dorky but but at least they have cats on it it right
wendy, 
kendra, 
marci, 
kevin, 
kendra, 
wendy, 
kendra, 
wendy, 
marci, 
kendra, 
wendy, 
kendra, 
marci, 
kendra, be
wendy, be
kendra, be full of love joy peace Lord Lord we love you you Kevin wedding veils veils a
kevin, veils
kendra, a piece the monster that
wendy, between she
kevin, that is between she
wendy, she might
ken, she might not
kendra, she
kevin, she might not have mentioned taking taking it was wishing
kendra, taking it was wishing your day I wish
wendy, wish
kevin, wish
kendra, wish wish it
kevin, wish wish it was a little monster
wendy, monster
kendra, monster
kevin, monster
kendra, monster 
kevin, 
kendra, 
marci, 
kendra, 
wendy, 
kendra, 
marci, 
kendra,  feels like a pair and a spare dad dad
wendy, dad
kendra, 
kevin, 
ken, 
kendra, 
marci, 
kendra, stare  stare
ken, stare
kendra, stare
kevin, stare
marci, stare
kendra, stare 
kevin, 
ken, 
kendra, 
marci, 
kendra, Rubbermaid you can't squash it
kevin, Rubbermaid you
marci, Rubbermaid you you can't squash it
ken, you can't squash it
kevin, you can't squash it ever
kendra, ever
marci, ever made
kendra, ever made
marci, made
kevin, 
kendra, 
kevin, that
ken, that
marci, that includes all
kendra, that includes all
kevin, that includes all the teaspoons know we
marci, teaspoons know we
kendra, we
wendy, we
kendra, we
marci, we bought them before you
kevin, we bought them before you had an apartment
kendra, them before you had an apartment apartment 
marci,  well in that cuz
kendra, well in that cuz cuz I've got to be yellow
wendy, to be yellow
kevin, 
kendra, 
kevin, 
wendy, 
marci, I wish I could
wendy, I wish I could
kendra, I wish I could have been using
wendy, been using
ken, using
kendra, using
kevin, using
kendra, using
wendy, using
kendra, using
wendy, using
kevin, using
wendy, using
kendra, using
wendy, using
kevin, using them for several years but
kendra, using them
wendy, several years but
ken, but just trying to get rid of them
kevin, but just trying to get rid of them
kendra, them
wendy, 
marci, 
ken, 
kendra, 
kevin, 
wendy, 
marci, 
ken,  wow
kevin, wow that's that's a real McCoy this
ken, that's a real
kendra, this is the knife to to use for birthdays window
kevin, for birthdays window
wendy, window
kevin, window
marci, window
kendra, window
wendy, window
kevin, window
ken, window
wendy, window
kendra, window switch
kevin, switch your hair sure sure is
kendra, is
wendy, 
kevin, 
kendra, 
kevin, show show me was in there
kendra, show show me was was in there
kevin, 
kendra, 
wendy, 
kevin, weather
wendy, weather Flagstaff
kevin, weather Flagstaff
wendy, Flagstaff 
marci,  tub
ken, 
kevin, tub
wendy, 
marci, can
kendra, can
kevin, can
kendra, can you
kevin, can you have a cat in your apartment
marci, a cat in your apartment
kendra, apartment I'm going to have a cat in my apartment
kevin, 
kendra, 
kevin, 
ken, 350
kendra, 350 bucks that that is
kevin, is
marci, is microwavable
wendy, is microwavable
kendra, microwavable
marci, microwavable
ken, 
kendra, 
marci, 
wendy, 
kevin, 
wendy, 
kevin, 
kendra, 
marci, 
kendra, 
marci, don't drop it on my keys for everything
kendra, on my keys for everything
marci, everything break some nights
wendy, 
kendra, 
wendy, 
kendra, 
wendy, 
kendra, 
wendy, 
kevin, 
kendra, 
marci, 
kendra,  on
kevin, on
kendra, on
kevin, on my first day
kendra, on my first day of my new apartment
wendy, new apartment
kendra, 
wendy, 
kendra, 
wendy, 
kendra, 
wendy, 
kendra, 
wendy, 
kevin, 
kendra, 
marci, yeah
kendra, 
marci, yeah probably
ken, yeah probably the
kendra, yeah probably probably the
wendy, the
kendra, the best time to find out boy boy let let me tell you
ken, 
kendra, 
wendy, 
kendra, 
wendy, 
kevin, 
kendra, 
wendy, 
kendra, 
kevin, 
kendra, 
marci, 
kevin, 
marci, 
kendra, 
wendy, 
marci, 
kendra, 
marci, 
kendra, I thought you already brought the cake in the
wendy, the
marci, the the gift how how do I get my
kendra, how do I get my 
ken, 
marci, mom
kendra, mom
marci, mom
ken, mom
marci, mom
wendy, mom can
kendra, mom can can be
kevin, can be be
wendy, be
marci, be
kevin, be
wendy, be
marci, be
wendy, be
marci, be
wendy, be
marci, be
wendy, be
marci, be
kendra, be
kevin, be
kendra, be
kevin, be
marci, be
ken, be used
marci, be used
wendy, be used
kendra, used
marci, used used vacuum it's
kendra, used vacuum it's a good
marci, it's a good brand you
kendra, you
marci, you can get the bags at at at United Vacuum bags
kendra, bags yeah
marci, yeah we
kendra, we have money honey honey
wendy, honey they last forever
kevin, 
wendy, 
marci, 
wendy, 
marci, 
kevin, 
marci, 
kevin, 
kendra, 
marci, 
kendra, 
kevin, turn it on hit
kendra, hit
marci, hit
wendy, hit
kevin, hit
wendy, hit
kevin, hit
ken, hit the button on
kevin, hit the button on the foot
wendy, the foot
ken, foot
wendy, 
ken, 
wendy, 
kevin, 
wendy, 
kevin, 
kendra, 
marci, 
kevin, 
marci, 
wendy, 
marci, 
ken, 
wendy, 
kevin, 
kendra, 
marci, 
kendra, 
marci, 
wendy, all right
kevin, all right
ken/kev, right
ken, 
marci,  just
kevin, 
ken, just
marci, just one owner or what
kendra, just one owner or or what
marci, what number to it
ken, number to it
marci, it she
kevin, she
ken, she
kevin, she
kendra, she
kevin, she was all like you
kendra, she was all like you
kevin, you only took it out on the weekend
marci, you only took it out on the weekend
ken, 
kevin, 
kendra, 
marci, 
kendra, 
kevin, 
marci, 
ken, 
kendra, and
marci, and and a new belt and and a new bag completely completely new bag bag and he warranties it for a year for for for the money I had had I couldn't afford a new one and and I didn't want to get a $34 job from Target this
kendra, I didn't want
marci, this
kendra, this
wendy, this
marci, this one is a good one
kendra, this one 
kevin, 
wendy, 
kendra, 
marci, 
kendra, 
wendy, 
marci, 
kendra, 
marci, 
wendy, 
kevin, 
kendra, 
wendy, 
kendra, 
kevin, 
wendy, 
kevin, 
wendy, 
kendra, 
wendy,  Grandma United
ken, Grandma United
kevin, United
wendy, United
kendra, United
wendy, United
marci, United Vacuum on on Coliseum right right beside where the old 
kendra, 
marci,  oh
kendra, oh really you
marci, you won't
kevin, you won't believe what happened to us in the parking lot of the mall the other day
wendy, believe what happened the parking lot of the mall
kendra, 
kevin, 
wendy, 
kevin, 
kendra, 
wendy,  no
kevin, no no I I guess you was trying to like like Laura's to a place where they would sell like like imitation imitation cologne but but he said said it's not imitation imitation because it's
marci, because it's
wendy, it's
marci, it's by
kevin, it's by the same people but
marci, by
wendy, by by the same people but it's different.
kevin, but it's different. I'm
wendy, I'm like what are you doing out
kevin, I'm like like what are you doing out here
wendy,  look like brothers duffle
kevin, brothers duffle bag bag 
wendy, 
kevin, 
wendy, 
marci, 
kevin, no no because
wendy, because because he wasn't wasn't trying to sell it it he was just saying that that the smell like your car or or whatever whatever because because they're they're going to try try to see see if there's a market for the store but but they want to open down down the road that's that's working
kevin, that's working agent agent
wendy, 
ken, 
kevin, 
kendra, 
wendy, 
kevin, 
kendra, 
kevin, 
ken, 
marci, 
wendy, 
kendra, 
wendy,  I got
kendra, I got what is this guy
marci, got what is this guy
wendy, got what is this guy doing
marci, 
kevin, 
wendy, 
ken, 
kendra, 
kevin, 
wendy, 
kevin, 
kendra, 
ken, 
marci, 
kendra, 
kevin, 
marci, 
wendy, they cookies
kendra, 
marci, 
kendra, 
marci, 
kendra, 
wendy, 
kendra, yep don't
wendy, don't don't forget
marci, don't forget to buy yourself a and
wendy, and
kevin, and don't forget to take the tupperware out of your oven before
wendy, and don't forget to
kevin, before you turn it on
wendy, it on
marci, I'm
kendra, I'm I'm going going going to fill up baby to covered you'll
kevin, you'll
kendra, you'll be surprised
wendy, you'll be surprised
kendra, 
marci, 
kevin, 
wendy, 
kendra, 
wendy, 
ken, no food processor and and everything
kendra, 
ken, 
marci, 
kevin, 
ken,  I don't
marci, I don't
kevin, I don't don't think we took any time today or put
marci, any time today or put
kendra, put
ken, put
marci, put
wendy, put
kendra, put
wendy, put
kendra, put put you in my chest
marci, put you in my chest I
kendra, I know
ken, I know Kelly
kendra, know Kelly said she asked for it it I was like I I saw before she didn't didn't I asked a long time ago and and nobody said anything will will will find out what it is if
kevin, if
wendy, if
ken, if
marci, if
kendra, if
ken, if
kendra, if
ken, if
kendra, if
marci, if
kendra, if
marci, if
kendra, if if I can can either either like a cedar or
ken, either like
kendra, or something 
ken, 
kendra, 
ken, 
wendy, I did not feel 
ken, 
marci,  so
wendy, so you want to hook up chest
marci, chest
wendy, chest
marci, chest 
kendra,  tell your mom I said thank thank you
wendy,  I know
kendra, I know Rubbermaid
marci, Rubbermaid makes the best spatula non
kendra, non breakable 
wendy, 
kendra, 
marci, when
kevin, when
marci, when do you get get I've
wendy, get I've
marci, I've I've got
wendy, I've I've got to check the stuff out out going going to be drunk I'm I'm not going to get for Kendra
kendra, for Kendra says she'll
wendy, Kendra says she'll
ken, she'll
wendy, she'll break it
kendra, she'll break it
marci, it yourself
wendy, yourself and and blame it on me so so yeah
x, so yeah
kevin, yeah
marci, yeah
kendra, yeah 
ken, 
marci, 
wendy, 
marci, 
wendy, 
marci,  and
kevin, and
wendy, and you
kevin, you have
kendra, you
wendy, you have a dishwasher in your apartment
kendra, you have a dishwasher apartment call call
wendy, call Honey 
ken, 
wendy, 
kendra,  yeah car wash dishes you
wendy, you have any furniture yet or
kendra, or taking that couch and and that's
wendy, that's what I'll have room
kendra, that's what I'll have room for it
wendy, room for it I just
kendra, just
kevin, just
wendy, just
kendra, just
kevin, just just bought and
kendra, bought and and
wendy, and
kevin, and
wendy, and
kevin, and put it on layaway
wendy, and put it on layaway
kevin, layaway
kendra, layaway
kevin, layaway
wendy, layaway
ken, layaway
kendra, layaway
kevin, layaway
wendy, layaway
kevin, layaway
marci, layaway
wendy, layaway and I
kevin, layaway and I
kendra, I
kevin, I
kendra, I
kevin, I
kendra, I
kevin, I
kendra, I
kevin, I had a pair of blue jeans
wendy, I
kendra, I had a pair
kevin, it it was a yellow Adidas shirt shirt and a new belt and
wendy, a new belt
marci, and
wendy, and I'm laid it all out
kevin, and I'm laid it all out on the couch
marci, and I'm laid it all out on the couch and Tigger
kevin, couch and Tigger puked on it
kendra, 
marci, 
ken, text
kendra, text
marci, text free
kendra, text free
kevin, 
wendy,  we
kendra, we
wendy, we have end end tables tables to Bulgaria
x, 
kevin, 
wendy, 
$ indeterminate between "too" and "two" 1014.99 1015.39 kendra, 
wendy, 
kevin, 
wendy, what
kendra, what are the front
kevin, what are the front end end in the hind end
wendy, end
ken, I
kevin, I don't
marci, I don't
wendy, I
kendra, I don't want
wendy, I don't
kevin, don't
wendy, don't want want me to different
kendra, want me to different grandma
kevin, to different grandma
wendy, different grandma
kendra, grandma 
wendy, 
kendra, 
wendy, 
kendra, 
wendy, 
kevin, 
kendra, 
wendy, 
kevin, 
wendy, 
kendra, 
wendy, 
ken, 
kevin, 
ken, 
kevin, 
kendra, 
kevin, 
ken, 
wendy, 
kendra, 
kevin, 
wendy, do you want
kendra, do you want what you
wendy, want what you you got deathly
kevin, you got deathly silent
wendy, deathly silent
ken, 
kevin, 
ken, 
wendy, 
kevin, 
wendy, think you'll get married have a
kendra, American
wendy, American money in
kendra, American money in
ken, in here I'm going
kendra, in here here I'm going to be a manager of a Merrill Lynch Branch
ken, Branch over
kendra, over 70 70
ken, 
marci,  America
kevin, America
kendra, America
ken, America
kendra, America
kevin, America sometime
kendra, America sometime sometime
ken, sometime
wendy, sometime
kendra, sometime
ken, sometime
marci, sometime
ken, sometime
kendra, sometime
ken, sometime
marci, sometime
ken, sometime
kendra, sometime
wendy, sometime with the machine gun in
kendra, sometime
wendy, in Home Home Alone
ken, Home Alone
kevin, Alone
ken, 
kendra, 
wendy, 
ken,  how
marci, how
kendra, how
kevin, how how do
marci, how do you say
ken, do
wendy, do you say
ken, do you say
kevin, do you say say say birthday to you
wendy, say birthday to you
marci, say birthday to you
ken, say birthday to you
kevin, happy
marci, happy birthday
kevin, happy birthday dear Karen Drive
ken, happy birthday dear Karen Drive
wendy, happy birthday dear Karen Drive
kendra, 
kevin, 
ken, 
kevin, 
wendy, 
kendra, 
kevin, 
wendy, 
marci,  quarters of the century perhaps
kendra, 
kevin, 
marci, 
wendy, 
kendra,  oh
kevin, oh that's
marci, that's nasty
kevin, that's that's nasty
marci, 
kevin, 
wendy, 
kevin, 
wendy, 
kendra, 
marci, 
ken, 
kevin, 
kendra,  everybody
kevin, everybody
wendy, everybody everybody ready ready
ken, everybody ready ready
marci, ready 1 2 3
ken, ready
wendy, ready ready 1 2 2 3 3
many, I
kevin, I think they're relightable they
wendy, relightable they they
kendra, they
kevin, they are they
wendy, they are they
marci, they are they they are when they do
kevin, they are when when they do that
ken, that
kevin,  don't
marci, don't talk Spanish
ken, don't talk Spanish
kendra, don't talk Spanish
kevin, 
marci, Spanish
kevin, dang
ken, dang dang Duncan answers all over me
kendra, dang Duncan
kevin, Duncan answers all over me
kendra, Duncan answers all over me me
ken, me
marci, smoke
kendra, smoke
ken, smoke
kevin, smoke alarm
marci, smoke alarm
kendra, 
ken, 
marci, 
ken, 
marci, 
kendra, 
marci, what the hell last 
kevin, last
marci, last time you did that
kendra, last
kevin, last time you did that Dad Dad and the Brain
kendra, the Brain
wendy, Brain 
kendra, shrimp
kevin, shrimp cake
wendy, 
marci, 
kevin, 
wendy,  give
marci, give
kevin, give
marci, give you a rice cake with
wendy, a rice cake with cheddar
marci, with cheddar on it it if you'd like I don't I
kendra, like I don't I
marci, I don't want to
kendra, I don't want to hurt you I I mean I like what what
wendy, what
marci, what
wendy, what
marci, what you like and don't like me me saying
kevin, me saying
marci, saying
kendra, saying
kevin, saying
kendra, saying I
wendy, I hate
kendra, I hate ice cream
wendy, cream
kendra, cream I hate ice cream cream Kelly
kevin, Kelly
kendra, Kelly was was
kevin, was
kendra, was
kevin, was
marci, was
wendy, was
kendra, was
wendy, was was roommate though 
kendra, yeah but but that shouldn't mean that she should know we
ken, we
kevin, we just cut
marci, we just cut
kevin, cut
marci, cut off the cake from every slice than any deposit
kendra, cut off the
ken, the cake
wendy, any deposit
marci, deposit like
kendra, deposit like like
ken, like
kendra, like
kevin, like
kendra, like wedding cakes wedding
kevin, like wedding cakes cakes wedding
wendy, wedding cakes the
ken, the name what
wendy, the name what kind kind
kendra, kind
wendy, kind of cake
kendra, kind of cake cake white cake with with my
marci, with my
ken, my
kendra, my
marci, my
kendra, my
marci, my
kevin, my
ken, my
kevin, my
kendra, my friend Kevin
marci, my friend Kevin
wendy, Kevin and I are going to share it when
kendra, to share it when
marci, when
kendra, when
marci, when
kendra, when when are
marci, when are you going to share one one so if you don't want one don't don't cut it I
kendra, I do it
ken, 
kendra, 
ken, 
wendy, 
ken, 
kendra, 
kevin, 
wendy, 
kendra, 
wendy, 
kendra, 
marci, no no I can't have anything anything on my
wendy, my bike
ken, 
wendy, I'm
kendra, I'm
kevin, I'm
marci, I'm
wendy, I'm
kevin, I'm
ken, I'm going
kevin, I'm going
marci, I'm going to take a shower
kevin, shower 
marci, 
kendra, 
ken, actually
wendy, actually actually were the one who said we didn't want to buy you a cake so so you you can win
kendra, 
marci, well let's listen listen I I figure I was doing well do if it the steaks which which I also did you know was your favorite thing
kendra, did you know was 
marci, so
kendra, so
marci, so can can you can finish that off and and if you don't Kyle Kyle will
ken, will
kevin, 
wendy, 
kevin, 
kendra, 
kevin, 
marci, 
kendra, 
marci,  scarfing
wendy, what
kevin, what what about the green cake instead
kendra, instead cuz
wendy, instead cuz
marci, cuz my throat hurt
kendra, cuz my throat hurt piece
wendy, hurt piece
kendra, piece
marci, piece
wendy, piece
kendra, piece
wendy, piece
marci, piece
kendra, piece
marci, piece
wendy, piece
marci, piece
kendra, piece of wedding cake about about this bag
wendy, 
kendra, 
wendy, 
kendra, 
kevin, my Paperwhite
kendra, my Paperwhite Paperwhite Ashley
kevin, Ashley
kendra, 
marci, 
kevin, 
wendy, 
marci, 
kendra, 
marci, 
kendra, that is what you think
kevin, that 
marci, 
kevin, 
marci, 
kevin, 
wendy, 
marci, 
kevin, 
wendy, 
marci, 
kevin, 
marci, 
kendra, 
kevin, 
marci, 
kevin, 
marci, 
kevin, we
marci, we have really off the deep end and
kevin, really off the deep and
marci, and
wendy, and
ken, and you sure you want to go
marci, and you
kendra, and you you you sure you want to go over there for salvation salvation salvation any
wendy, salvation
kevin, salvation
kendra, any relief relief Google
wendy, I'll
kevin, I'll be there
wendy, 
marci, 
wendy, 
kendra, he might have to you
marci, you and Kelly ICE what's
kendra, you and Kelly Kelly ICE what's
kevin, what's
marci, what's
kevin, what's a
kendra, what's a ice cream frozen
kevin, frozen
kendra, frozen
marci, frozen yogurt how
kevin, how is
kendra, how is it
kevin, is it
marci, 
wendy, 
kevin, 
marci, 
kevin, 
kendra, 
marci, can
kendra, can I call call you
kevin, call you
marci, you
kevin, you
kendra, you
marci, you
kendra, you real quick 
marci, the tires of this car
wendy, car
marci, 
wendy, 
marci, 
kendra, 
kevin, we
marci, we got
kevin, we got new tires on the front
marci, 
kendra, 
wendy, 
ken, 
kendra, 
wendy, 
marci, 
kevin, 
marci, 
wendy, 
marci, 
wendy, car and and got it all taken care of Wednesday oil
kevin, oil change new
wendy, oil change new new windshield wipers
marci, 
kevin, 
wendy, that's another $1 in the car how
kevin, that's another $1 in the car how
kendra, how much did it windshield wipers cost
wendy, much did it windshield wipers
ken, did it windshield windshield wipers wipers cost 
wendy, 
kevin, 
ken, 
wendy, 
kevin, 
wendy, 
kevin, 
wendy,  send it in and said said check these things and and replace whatever needs to be replaced and and so they replaced
marci, and so they replaced everything you should check when
kevin, when
wendy, when
marci, when
wendy, when
marci, when
kevin, when
marci, when
kevin, when when do
ken, when do
kendra, when do they cost $5
wendy, when do they cost $5 $5
kevin, $5
kendra, $5
ken, $5
marci, $5
kevin, 
kendra, 
wendy, 
marci, 
ken, 
kevin, 
wendy, 
kevin,  and I already already knew what I needed so so I didn't have title about what kind of tires are are where you you know put put in front front or back Allen Allen County motors already told me you you know all all that stuff
marci, I made them get me my tire
kendra, I made them get me my tire cuz cuz I couldn't drive anywhere
wendy, you can't afford to mess around with her car you
kevin, you
wendy, you just can't can't yeah yeah
kendra, yeah but but I put for five bucks bucks and 1515 1515
wendy, 1515
kevin, 1515
wendy, 1515
ken, 1515
kevin, 1515 1515 +
ken, 1515 +
kevin, 
marci, 
kendra, you should see mine buddy
kevin, buddy that
kendra, buddy that
ken, buddy that
kevin, that
wendy, that that it takes to go out and get them and and install them I'd I'd rather pay the money cuz cuz
kevin, cuz I know know what time
wendy, know what time is we
kendra, time is we
wendy, we just do not have time to
kendra, to spend some more money on clothes
wendy, spend some more money
ken, can't make them cuz
wendy, cuz why
marci, cuz why
ken, 
kendra, 
kevin, 
marci, 
kendra, 
kevin, 
wendy, 
marci, 
wendy, 
kevin, 
marci, 
wendy, 
kevin, 
marci, 
ken, 
wendy, 
kevin, 
kendra, 
ken, 
kendra, 
marci,  your momma
kendra, your momma loves me cuz she's fast why I take all
wendy, she's fast why I take all my all
kendra, all my all
marci, my all 
kendra,  Walmart
wendy, Walmart alterations go to Edna Church
marci, Church
kevin, Church
kendra, Church
wendy, Church
marci, Church
kevin, Church
wendy, Church
kevin, Church
marci, Church
kendra, Church
marci, Church down south a a little time and whenever
kevin, whenever
marci, whenever Nick told me about it it it was because they should have wanted to go to to a smaller congregation
kevin, congregation but
marci, but when they announced it in church and and we prayed for them it it was because they they they were were were going to go out because because they felt called called so I
kevin, so I
marci, I don't know what the real story is  I
kevin, I
wendy, I I think their motives must be pretty to to talk to Ron about it it and make it public but
marci, and make it public but but
wendy, but
marci, but
wendy, but yeah yeah
marci, yeah
wendy, yeah yeah surgery upset
marci, yeah surgery surgery upset
wendy, upset about that I'm I'm
marci, I'm in bed and I don't
wendy, don't
marci, don't
wendy, don't
marci, don't
kendra, don't
kevin, don't
wendy, don't
kevin, don't
marci, don't
kevin, don't even think they caught him on a on
wendy, don't even think they
kevin, on a scene yeah
marci, yeah they tried to Grandma
kevin, Grandma
kendra, Grandma
marci, Grandma
kevin, Grandma
wendy, Grandma
kevin, Grandma
marci, Grandma
wendy, Grandma
marci, Grandma
wendy, Grandma
marci, Grandma
kendra, Grandma
marci, Grandma Grandma makes us a quilt quilt and she makes a double bed quilt for a king size bed so so of course it doesn't fit fit so 
kevin, 
kendra, 
marci, Calico Calico to put around
wendy, 
marci, 
ken, 
kevin, 
marci, 
kevin, 
marci, well she made me the wedding now I
kendra, I should
marci, should
kevin, should
marci, should have worn it tonight
kevin, tonight I forgetting
marci, tonight I forgetting to wear that when you're over here
kevin, 
wendy, 
marci, Nigerian wedding
kevin, Nigerian wedding
wendy, Nigerian
kevin, wedding we can't worms worms Africa 
marci, 
kendra, 
ken, 
kendra, 
marci, 
kendra, I
wendy, I got it
kevin, oh
marci, oh
wendy, oh oh now now you put it back up
kevin, 
marci, 
wendy, 
marci, 
kevin, 
wendy, 
marci, 
kevin, 
marci, gross
kendra, 
kevin, 
marci, 
kevin, 
wendy, well 
fred, Alison cream cream soda 
jim, 
fred,  but but I'm going to complain about it they don't make white gravy 
joe,  regular regular I was kind of wondering about that that bottled water for the sparkling water but they don't make this kind at all anymore  that's
fred, that's
joe, that's that's right there is more to tonight  well I have  well she's in here stopping I hope hope you're having Wendy has tried her hand hand for the the first time at making making a clue or clue well well well it's definitely stupid stupid 
fred, I don't
joe, I don't think any any will guess it though so so that's the whole point of
fred, whole point of
joe, of of an exponential for Xbox 
jim, 
joe, 
fred, 
joe, 
fred, 
joe, 
fred, 
joe, 
kurt, 
fred, 
joe, 
fred, 
joe, on my tooth
fred, tooth it's
joe, tooth it's stuck in your gum
kurt, shootout 
joe, 
kurt, images
joe,  images
kurt, images images don't open your mouth
joe, images don't open your mouth
kurt, mouth 
joe, 
kurt, barely
joe, barely barely see it
fred, see it
joe, Big Big Lots on YouTube  everybody  tired yeah I I mean when Mary tells me to go to sleep over over the weekend you know I need to go to sleep over the the weekend that's that's good you're getting some good rest I I have mentioned mentioned about 10 out my my 10 hours every night and I'm still like like but I think I'm over it. And I'm I'm like what is is wrong with me that I am sleeping so much are are are you  Beyonce Beyonce when she was pregnant pregnant  Trish Trish told told me she was playing playing some some some little bitty Church from where I am now going
fred, going to see your
joe, your friend right right shower
fred, right shower shower
